Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Lambda,Accuracy,Precision,Sensitivity,F-measure,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,1.00E-08,0.75,0.731782107,0.75,0.728174603,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,1.00E-08,0.694444444,0.595502646,0.694444444,0.63685835,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,1.00E-08,0.638888889,0.622354497,0.638888889,0.61218605,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,1.00E-08,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,1.00E-08,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,1.00E-08,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,1.00E-08,0.694444444,0.696428571,0.694444444,0.665370728,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,1.00E-08,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,1.00E-08,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,1.00E-08,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,1.00E-08,0.75,0.745811287,0.75,0.736383442,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,1.00E-08,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,1.00E-08,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,1.00E-08,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,1.00E-08,0.722222222,0.763149704,0.722222222,0.724747475,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,1.00E-08,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,1.00E-08,0.75,0.664021164,0.75,0.702342048,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,1.00E-08,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,1.00E-08,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,1.00E-08,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,0.0001,0.638888889,0.681980057,0.638888889,0.619418826,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,0.0001,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,0.0001,0.638888889,0.669753086,0.638888889,0.640634284,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,0.0001,0.694444444,0.602483165,0.694444444,0.640569141,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,0.0001,0.694444444,0.614278752,0.694444444,0.650865801,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,0.0001,0.472222222,0.346296296,0.472222222,0.374698068,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,0.0001,0.583333333,0.569038337,0.583333333,0.571397243,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,0.0001,0.694444444,0.606902357,0.694444444,0.638933192,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,0.0001,0.75,0.731782107,0.75,0.728174603,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,0.0001,0.694444444,0.595502646,0.694444444,0.63685835,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,0.0001,0.638888889,0.622354497,0.638888889,0.61218605,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,0.0001,0.722222222,0.627104377,0.722222222,0.662325004,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,0.0001,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,0.0001,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,0.0001,0.694444444,0.696428571,0.694444444,0.665370728,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,0.0001,0.777777778,0.815145503,0.777777778,0.748968666,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,0.0001,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,0.0001,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,0.0001,0.75,0.745811287,0.75,0.736383442,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,0.0001,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,0.0001,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,0.0001,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,0.0001,0.722222222,0.763149704,0.722222222,0.724747475,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,0.0001,0.777777778,0.671296296,0.777777778,0.718855219,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,0.0001,0.75,0.664021164,0.75,0.702342048,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,0.0001,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,0.0001,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,0.0001,0.777777778,0.668638136,0.777777778,0.718855219,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,0.001,0.638888889,0.681980057,0.638888889,0.619418826,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,0.001,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,0.001,0.638888889,0.669753086,0.638888889,0.640634284,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,0.001,0.666666667,0.577441077,0.666666667,0.608570036,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,0.001,0.694444444,0.614278752,0.694444444,0.650865801,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,0.001,0.472222222,0.346296296,0.472222222,0.374698068,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,0.001,0.583333333,0.569038337,0.583333333,0.571397243,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,0.001,0.722222222,0.643691051,0.722222222,0.6642214,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,0.001,0.75,0.731782107,0.75,0.728174603,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,0.001,0.694444444,0.595502646,0.694444444,0.63685835,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,0.001,0.638888889,0.622354497,0.638888889,0.61218605,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,0.001,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,0.001,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,0.001,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,0.001,0.694444444,0.696428571,0.694444444,0.665370728,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,0.001,0.75,0.649250441,0.75,0.691301349,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,0.001,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,0.001,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,0.001,0.75,0.745811287,0.75,0.736383442,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,0.001,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,0.001,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,0.001,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,0.001,0.722222222,0.763149704,0.722222222,0.724747475,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,0.001,0.75,0.649250441,0.75,0.691301349,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,0.001,0.75,0.664021164,0.75,0.702342048,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,0.001,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,0.001,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,0.001,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,0.01,0.638888889,0.681980057,0.638888889,0.619418826,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,0.01,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,0.01,0.638888889,0.669753086,0.638888889,0.640634284,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,0.01,0.638888889,0.551346801,0.638888889,0.58625731,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,0.01,0.694444444,0.614278752,0.694444444,0.650865801,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,0.01,0.472222222,0.346296296,0.472222222,0.374698068,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,0.01,0.583333333,0.569038337,0.583333333,0.571397243,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,0.01,0.722222222,0.62808642,0.722222222,0.667277325,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,0.01,0.75,0.731782107,0.75,0.728174603,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,0.01,0.694444444,0.595502646,0.694444444,0.63685835,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,0.01,0.638888889,0.622354497,0.638888889,0.61218605,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,0.01,0.722222222,0.627104377,0.722222222,0.662325004,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,0.01,0.694444444,0.614638448,0.694444444,0.650054466,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,0.01,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,0.01,0.722222222,0.717857143,0.722222222,0.697180724,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,0.01,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,0.01,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,0.01,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,0.01,0.75,0.745811287,0.75,0.736383442,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,0.01,0.722222222,0.617724868,0.722222222,0.661549708,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,0.01,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,0.01,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,0.01,0.722222222,0.763149704,0.722222222,0.724747475,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,0.01,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,0.01,0.75,0.664021164,0.75,0.702342048,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,0.01,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,0.01,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,0.01,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,1,0.638888889,0.630174292,0.638888889,0.623857624,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,1,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,1,0.638888889,0.589285714,0.638888889,0.601973631,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,1,0.722222222,0.762345679,0.722222222,0.698422106,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,1,0.777777778,0.805996473,0.777777778,0.750272331,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,1,0.611111111,0.450909091,0.611111111,0.515163247,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,1,0.694444444,0.603835979,0.694444444,0.637262262,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,1,0.722222222,0.630190797,0.722222222,0.666666667,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,1,0.722222222,0.702964519,0.722222222,0.700036075,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,1,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,1,0.666666667,0.67526455,0.666666667,0.641346704,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,1,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,1,0.75,0.667239623,0.75,0.704485329,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,1,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,1,0.722222222,0.717857143,0.722222222,0.697180724,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,1,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,1,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,1,0.722222222,0.642741112,0.722222222,0.675974659,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,1,0.805555556,0.832027987,0.805555556,0.792107584,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,1,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,1,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,1,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,1,0.694444444,0.704948646,0.694444444,0.6897653,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,1,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,1,0.777777778,0.671596922,0.777777778,0.719537815,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,1,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,1,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,1,0.75,0.643518519,0.75,0.691077441,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,5,0.694444444,0.669907407,0.694444444,0.665945166,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,5,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,5,0.611111111,0.674488153,0.611111111,0.574964387,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,5,0.722222222,0.627104377,0.722222222,0.662325004,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,5,0.75,0.726851852,0.75,0.721500722,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,5,0.666666667,0.593434343,0.666666667,0.613774018,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,5,0.75,0.764550265,0.75,0.7416939,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,5,0.75,0.649250441,0.75,0.691301349,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,5,0.722222222,0.661297852,0.722222222,0.688131313,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,5,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,5,0.694444444,0.734060847,0.694444444,0.705156218,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,5,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,5,0.694444444,0.637085137,0.694444444,0.662037037,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,5,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,5,0.694444444,0.747276688,0.694444444,0.696729197,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,5,0.75,0.793650794,0.75,0.718475829,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,5,0.722222222,0.645502646,0.722222222,0.678872054,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,5,0.722222222,0.639329806,0.722222222,0.676198257,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,5,0.777777778,0.78053351,0.777777778,0.76724764,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,5,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,5,0.805555556,0.700205296,0.805555556,0.747694335,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,5,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,5,0.694444444,0.725749559,0.694444444,0.691721133,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,5,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,5,0.777777778,0.671596922,0.777777778,0.719537815,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,5,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,5,0.805555556,0.849206349,0.805555556,0.79423436,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,5,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,10,0.722222222,0.711744639,0.722222222,0.704040404,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,10,0.444444444,0.197530864,0.444444444,0.273504274,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,10,0.638888889,0.613929147,0.638888889,0.587190587,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,10,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,10,0.666666667,0.628367003,0.666666667,0.646103896,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,10,0.472222222,0.423387097,0.472222222,0.369666779,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,10,0.666666667,0.675694444,0.666666667,0.637701804,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,10,0.694444444,0.601851852,0.694444444,0.641891892,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,10,0.75,0.646905564,0.75,0.693394024,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,10,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,10,0.777777778,0.78042328,0.777777778,0.755063696,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,50,10,0.777777778,0.814484127,0.777777778,0.74845679,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,100,10,0.777777778,0.671596922,0.777777778,0.719537815,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,100,10,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,100,10,0.75,0.792107584,0.75,0.742696574,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,100,10,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,200,10,0.694444444,0.637085137,0.694444444,0.662037037,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,200,10,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,200,10,0.75,0.772408964,0.75,0.750222816,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,200,10,0.722222222,0.625,0.722222222,0.661286286,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,500,10,0.777777778,0.676548397,0.777777778,0.721801347,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,500,10,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,500,10,0.75,0.757539683,0.75,0.729860463,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,500,10,0.75,0.648589065,0.75,0.690789474,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,1000,10,0.777777778,0.671596922,0.777777778,0.719537815,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,1000,10,0.722222222,0.617724868,0.722222222,0.661549708,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,1000,10,0.777777778,0.7970621,0.777777778,0.769498911,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,1000,10,0.777777778,0.668638136,0.777777778,0.718855219,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,10,20,0.75,0.761904762,0.75,0.750925926,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,10,20,0.583333333,0.49484127,0.583333333,0.517650601,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,10,20,0.694444444,0.688596491,0.694444444,0.678787879,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,10,20,0.777777778,0.762085137,0.777777778,0.757275132,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,20,20,0.666666667,0.706529582,0.666666667,0.6753848,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,20,20,0.666666667,0.574246607,0.666666667,0.596509972,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,20,20,0.638888889,0.619212963,0.638888889,0.593967594,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Random Forest,49152,20,20,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,Naive Bayes,49152,50,20,0.722222222,0.659663866,0.722222222,0.687289562,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,SVM,49152,50,20,0.75,0.644527987,0.75,0.691137566,,,
Embedded approach,df_normalized_GLA_BRA_180,Ridge regression,kNN,49152,50,20,0.75,0.663194444,0.75,0.69325736,,,
